,position,name,varlab,multiple_answers,probe,ps_text,val0,lab0,val1,lab1,val2,lab2,val3,lab3,val4,lab4,val5,lab5,val6,lab6,val7,lab7,val8,lab8,val9,lab9,val10,lab10,val11,lab11,val12,lab12,val13,lab13,val14,lab14,val15,lab15,val16,lab16,val17,lab17,val18,lab18,val19,lab19,val20,lab20,val21,lab21,val22,lab22,val23,lab23,val24,lab24,val25,lab25,val26,lab26,val27,lab27,val28,lab28,val29,lab29,val30,lab30,val31,lab31,val32,lab32,val33,lab33,val34,lab34,val35,lab35,val36,lab36,val37,lab37,val38,lab38,val39,lab39,val40,lab40,val41,lab41,val42,lab42,val43,lab43,val44,lab44,val45,lab45,val46,lab46,val47,lab47,val48,lab48,val49,lab49,val50,lab50,val51,lab51,val52,lab52,val53,lab53,val54,lab54,val55,lab55,val56,lab56,val57,lab57,val58,lab58,val59,lab59,val60,lab60,val61,lab61,val62,lab62,val63,lab63,val64,lab64,val65,lab65,val66,lab66,val67,lab67,val68,lab68,val69,lab69,val70,lab70,val71,lab71,val72,lab72,val73,lab73,val74,lab74,val75,lab75,val76,lab76,val77,lab77,val78,lab78,val79,lab79,val80,lab80,val81,lab81,val82,lab82,val83,lab83,val84,lab84,val85,lab85,val86,lab86,val87,lab87,val88,lab88,val89,lab89,val90,lab90,val91,lab91,val92,lab92,val93,lab93,val94,lab94,val95,lab95,val96,lab96,val97,lab97,val98,lab98,val99,lab99,val100,lab100,val101,lab101,val102,lab102,val103,lab103,val104,lab104,val105,lab105,val106,lab106,val107,lab107,val108,lab108
478,2320,m2f4b6,How old are these children? (6th child)?,0,F4.         Do you have any other biological children who are not living with you now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2321,m2f4b7,How old are these children? (7th child)?,0,F4.         Do you have any other biological children who are not living with you now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2322,m2f4b8,How old are these children? (8th child)?,0,F4.         Do you have any other biological children who are not living with you now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,2323,m2f4b9,How old are these children? (9th child)?,0,F4.         Do you have any other biological children who are not living with you now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,2324,m2f4b10,How old are these children? (10th child)?,0,F4.         Do you have any other biological children who are not living with you now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2325,m2f5,"Since focal child's birth, any miscarriages/abortions/stillbirths?",0,"F5.         Since (CHILD) was born, have you had any pregnancies that ended in either miscarriage, stillbirth, or abortion?","F5.         Since (CHILD) was born, have you had any pregnancies that ended in either miscarriage, stillbirth, or abortion?",1,YES,2  -->  GO TO F6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2326,m2f5a,Did you ever have a miscarriage/abortion/stillbirth?,0,"F5.         Since (CHILD) was born, have you had any pregnancies that ended in either miscarriage, stillbirth, or abortion?","F5A.      Did you have a miscarriage (or stillbirth), an abortion, or both a miscarriage and abortion?",1,MISCARRIAGE/STILLBIRTH,2,ABORTION,3,BOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2327,m2f6,"Since child born, have you had another baby/are you pregnant now?",0,"F6.         Since (CHILD) was born, have you had another baby or are you pregnant now?","F6.         Since (CHILD) was born, have you had another baby or are you pregnant now?",1,"YES, HAD ANOTHER BABY",2,"YES, PREGNANT NOW",3,PREGNANT,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,2328,cm2adult,Constructed - # of adults in HH,1,,,1,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2329,cm2kids,Constructed - # of children in HH,1,,,1,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2330,cm2gdad,Constructed - Baby's grandfather in the HH,1,,,1,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,2331,cm2gmom,Constructed - Baby's grandmother in the HH,1,,,1,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,2332,cm2biok,Constructed - # of biological children mother has,1,,,1,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2333,cm2fbir,Constructed - Mother's age at her first birth (12 months),1,,,1,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2334,m2g1a,In what country/territory was your father born?,0,G1.    Which of your biological parents were born in the   United States?,"G1A.        First, in what country or territory was your father born?",1,UNITED STATES,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,2335,m2g1b,In what country/territory was your mother born?,0,G1.    Which of your biological parents were born in the   United States?,G1B.        In what country or territory was your mother born?,1,UNITED STATES,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,2336,m2g1c,Int Chk: Were both parents born in the U.S.?,0,G1.    Which of your biological parents were born in the   United States?,G1C.        WERE BOTH PARENTS BORN IN THE UNITED STATES?,1  -->  GO TO G2,YES,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,2337,m2g1d,Are you a US citizen?,0,G1.    Which of your biological parents were born in the   United States?,G1D.        Are you a United   States citizen?,1,YES,2,NO,-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,2338,mx2g1,TCO-Which of your bio. parents was born in the U.S.?,0,,X2G1.    Which of your biological parents were born in the   United States?,1,"Mother and father,",2,"Mother only,",3,"Father only,",4,Or neither parent?,-2,DON’T KNOW WHERE BORN,-10,PARENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,2339,m2g2,What is the highest grade of school that your bio. mother completed?,0,G2.           What is the highest grade of school that your biological mother completed?,G2.           What is the highest grade of school that your biological mother completed?,1,NONE,2,GRADE COMPLETED:                   |___|___|                  (G2C1)                                        JUNIOR HIGH SCHOOL,3  -->,REGULAR HIGH SCHOOL,4,ABE OR GED PROGRAM,5,NURSING  SCHOOL (LPN OR RN),6,SCHOOL,7,TRADE SCHOOL,8,COLLEGE (2-YEAR),9,COLLEGE (4-YEAR),10,SCHOOL (NOT SPECIFIED),11 (18 CITIES ONLY),SCHOOL,12 (18 CITIES ONLY),SOME COLLEGE,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,2340,m2g2c1,What year of high school did she complete?,0,G2.           What is the highest grade of school that your biological mother completed?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,2341,m2g3,What is the highest grade of school that your bio. father completed?,0,G3.           What is the highest grade of school that your biological father completed?,G3.           What is the highest grade of school that your biological father completed?,1,NONE,2,GRADE COMPLETED:                   |___|___|                  (G3C1)                                        JUNIOR HIGH SCHOOL,3  -->,REGULAR HIGH SCHOOL,4,ABE OR GED PROGRAM,5,NURSING  SCHOOL (LPN OR RN),6,SCHOOL,7,TRADE SCHOOL,8,COLLEGE (2-YEAR),9,COLLEGE (4-YEAR),10,SCHOOL (NOT SPECIFIED),11,SCHOOL,12,SOME COLLEGE,-2,DON’T KNOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,2342,m2g3c1,What grade of HS did your bio. father complete?,0,G3.           What is the highest grade of school that your biological father completed?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,2343,m2g4a,Agree/disagree:I feel an attachment to my own race/ethnic heritage.,0,"G4.          Please tell me whether you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with the following statements about your background.","G4A.        I feel an attachment towards my own racial or ethnic heritage.  Do you strongly agree, somewhat agree, somewhat disagree, or strongly disagree?",1,STRONGLY AGREE,2,SOMEWHAT AGREE,3,SOMEWHAT DISAGREE,4,STRONGLY DISAGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,2344,m2g4b,Agree/disagree:I participate in cultural practices of my own group.,0,"G4.          Please tell me whether you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with the following statements about your background.","G4B.        I participate in cultural practices of my own group, such as special food, music, or customs.  Do you strongly agree, somewhat agree, somewhat disagree, or strongly disagree?",1,STRONGLY AGREE,2,SOMEWHAT AGREE,3,SOMEWHAT DISAGREE,4,STRONGLY DISAGREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2345,m2g4c,How often do you go to a religious service?,0,"G4.          Please tell me whether you strongly agree, somewhat agree, somewhat disagree, or strongly disagree with the following statements about your background.",G4C.        How often do you go to religious services?  Is it . . .,1,More than once a week,2,"About once a week,",3,"A few times a month,",4,"A few times a year,",5,"Less often than that, or",6,Never,201 (2 CITIES ONLY),About once a week,202 (2 CITIES ONLY),A few times a month,203 (2 CITIES ONLY),A few times a year,204 (2 CITIES ONLY),Less often than that,205 (2 CITIES ONLY),Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,2346,m2g5,Have you received any fin. support from other than father since birth?,0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.","G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",1,YES,2  -->  GO TO G6,NO,1,RESPONDENT’S PARENTS,2,OTHER RELATIVES OF MOTHER,3,FATHER’S PARENTS,4,OTHER RELATIVES OF FATHER,5,FRIEND(S),6,BOYFRIEND/PARTNER,7,PARTNER’S FAMILY,8,OTHER (NOT SPECIFIED),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,2347,m2g5a1,Who gave you financial help/money?-respondent's Parents,0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,2348,m2g5a2,Who gave you financial help/money?-Other maternal relatives,0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,2349,m2g5a3,Who gave you financial help/money?-Father's Parents,0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,2350,m2g5a4,Who gave you financial help/money?-Other paternal relatives,0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,2351,m2g5a5,Who gave you financial help/money?-Friends,0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,2352,m2g5a6,Who gave you financial help/money?-Boyfriend/partner,0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,2353,m2g5a7,Who gave you financial help/money?-Partner's Family,0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,2354,m2g5a8,Who gave you financial help/money?-Other,0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,2355,m2g5b,How much financial help given since child was born?-($ Amount),0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",G5B.        About how much financial help or money were you given since (CHILD) was born?,-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,2356,m2g5b_a1,how much financial help given since child was born?-($ amount),0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,2357,m2g5c,Range of financial help given since child was born?-($ Range),0,"G5.           Since (CHILD) was born, have you received any financial help or money from anyone other than (FATHER)?  Please include your relatives and friends, and his relatives and friends, but don’t include help from any government or private agency.",G5C.        I just need to know a range.  Can you tell me if it was . . .,1,"Less than $500,",2,"$501 to $1,000,",3,"$1,001 to $2,000,",4,"$2,001 to $3,000,",5,"$3,001 to $4,000,",6,"$4,001 to $5,000,",7,"$5,001 to $10,000, or",8,"More than $10,000?",-2,DON’T KNOW,-1,REFUSED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,2358,m2g6a,Could you count on someone to loan $200 in the next year?,0,"G6.           Next, I want to ask you about help you could get during this next year",G6A.        Loan you $200?,1,YES,2  -->  GO TO G6B,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
